07/04/2026 - 19:38:12 (-3 TMZ) | 06:00:03:12 (Artemis Clock) | y los aviónicos de propulsión están configurados.
07/04/2026 - 20:44:00 (-3 TMZ) | 06:01:09:00 (Artemis Clock) | Integridad, las presiones de los tanques son buenas para la quema.
07/04/2026 - 20:44:06 (-3 TMZ) | 06:01:09:06 (Artemis Clock) | Integridad copia.
07/04/2026 - 20:46:57 (-3 TMZ) | 06:01:11:57 (Artemis Clock) | frenos fijados.
07/04/2026 - 20:46:59 (-3 TMZ) | 06:01:11:59 (Artemis Clock) | Ok, vemos la misma condición.
07/04/2026 - 20:48:56 (-3 TMZ) | 06:01:13:56 (Artemis Clock) | Integridad, fallo del optoacoplador.
07/04/2026 - 20:49:01 (-3 TMZ) | 06:01:14:01 (Artemis Clock) | Después de un par de fallos, siguen go para la quema. Sin acción.
07/04/2026 - 20:49:24 (-3 TMZ) | 06:01:14:24 (Artemis Clock) | Ok, Sam, ¿y ustedes van a ejecutar ese procedimiento desde tierra, o simplemente no nos vamos a molestar?
07/04/2026 - 20:49:48 (-3 TMZ) | 06:01:14:48 (Artemis Clock) | Jeremy, estamos elaborando un plan de recuperación, complicado por el próximo LOS forward.
07/04/2026 - 20:50:11 (-3 TMZ) | 06:01:15:11 (Artemis Clock) | Ok, entendido, y estaremos a la espera para ayudarlos si quieren enviarnos algo.
07/04/2026 - 20:50:15 (-3 TMZ) | 06:01:15:15 (Artemis Clock) | Jeremy, gracias por esa oferta. Una vez que determinemos qué hacer, te lo haremos saber.
07/04/2026 - 20:50:18 (-3 TMZ) | 06:01:15:18 (Artemis Clock) | Ok, copiado. Estamos a la espera.
07/04/2026 - 20:51:23 (-3 TMZ) | 06:01:16:23 (Artemis Clock) | un fallo del optoacoplador; es algo interno al sistema de propulsión. Seguimos evaluándolo.
07/04/2026 - 20:51:29 (-3 TMZ) | 06:01:16:29 (Artemis Clock) | Entendido, Stan.
07/04/2026 - 20:52:09 (-3 TMZ) | 06:01:17:09 (Artemis Clock) | Integridad, treinta segundos para la maniobra.
07/04/2026 - 20:52:16 (-3 TMZ) | 06:01:17:16 (Artemis Clock) | Ok, Integridad copia.
07/04/2026 - 22:05:08 (-3 TMZ) | 06:02:30:08 (Artemis Clock) | Y Terry Houston, comprobación de voz en Madrid después del LS.
07/04/2026 - 22:05:41 (-3 TMZ) | 06:02:30:41 (Artemis Clock) | las válvulas de propulsión en 12.2.2509, y su plan de que, si necesitaban propulsión, abrirían la válvula de aislamiento Noxhelium 1, y estuvimos de acuerdo con ambas conclusiones. Y tenemos más palabras de software cuando estén listos.
07/04/2026 - 22:06:37 (-3 TMZ) | 06:02:31:37 (Artemis Clock) | Muy bien, para los cautions de propulsión, sigue siendo una historia en evolución. Teníamos una función de fitter que debería haber estado inhibida. Incluso dejándola habilitada, no vimos que se cumplieran sus condiciones de activación, y aun así se ejecutó. Así que estamos iniciando pruebas ahora mismo para entenderlo mejor. Ese fitter cambió de rama.
07/04/2026 - 22:06:57 (-3 TMZ) | 06:02:31:57 (Artemis Clock) | nuestra idea actual es que deshabilitaremos ese fitter para futuras quemas.
07/04/2026 - 22:07:24 (-3 TMZ) | 06:02:32:24 (Artemis Clock) | Motor OMS después de la quema: el software de vuelo comprueba qué tipo de quema estás haciendo antes de la quema y no después. Y cuando el software hace su comprobación de motor, si los actuadores OME están encendidos, asume que estás haciendo una quema OMS y ordenará una comprobación de gimbal posterior a la quema. Así que hoy los actuadores estaban encendidos para la quema.
07/04/2026 - 22:07:30 (-3 TMZ) | 06:02:32:30 (Artemis Clock) | las comprobaciones de movimiento TVC que estábamos haciendo más temprano en el día, así que, a pesar de hacer una quema RCS, obtuvimos una comprobación de gimbal posterior a la quema.
07/04/2026 - 22:07:47 (-3 TMZ) | 06:02:32:47 (Artemis Clock) | Ok, Stan, entendido. Sin impacto por ello, pero es un punto interesante para anotar. Gracias por eso.
07/04/2026 - 22:07:58 (-3 TMZ) | 06:02:32:58 (Artemis Clock) | Bueno, nos lo tomamos en serio cuando el software no hace lo que esperamos. Eso es todo lo que tenemos para ustedes; es bueno tenerlos de vuelta.
07/04/2026 - 22:08:09 (-3 TMZ) | 06:02:33:09 (Artemis Clock) | Ok, ¿y en qué configuración planean dejar las válvulas en este momento?
07/04/2026 - 22:08:25 (-3 TMZ) | 06:02:33:25 (Artemis Clock) | Jeremy, vamos a ejecutar el procedimiento 30.52.2200, 30.52.2200 desde tierra. Eso nos llevará a la configuración de válvulas que buscamos, y puedes seguirlo en ese procedimiento si quieres.
07/04/2026 - 22:08:57 (-3 TMZ) | 06:02:33:57 (Artemis Clock) | 2.2200
07/04/2026 - 22:09:18 (-3 TMZ) | 06:02:34:18 (Artemis Clock) | Entonces, ¿cuál será la configuración final de esas válvulas de helio?
07/04/2026 - 22:09:39 (-3 TMZ) | 06:02:34:39 (Artemis Clock) | Rama abierta.
07/04/2026 - 22:09:42 (-3 TMZ) | 06:02:34:42 (Artemis Clock) | Ok, entendí eso, ¿y qué pasa con las inhibiciones? ¿Va a quedar algo inhibido?
07/04/2026 - 22:09:45 (-3 TMZ) | 06:02:34:45 (Artemis Clock) | Verificando.
07/04/2026 - 22:10:11 (-3 TMZ) | 06:02:35:11 (Artemis Clock) | Jeremy, los cuatro aislamientos de helio estarán habilitados, pero solo oxy helium 1 estará cerrado.
07/04/2026 - 22:10:31 (-3 TMZ) | 06:02:35:31 (Artemis Clock) | Apreciamos esas aclaraciones.
07/04/2026 - 22:10:34 (-3 TMZ) | 06:02:35:34 (Artemis Clock) | Buena repetición.
07/04/2026 - 22:11:04 (-3 TMZ) | 06:02:36:04 (Artemis Clock) | La válvula de aislamiento 1 aparece inhibida, cerrada e inhibida, lo cual no era lo que esperábamos del resumen diario. Solo queríamos asegurarnos de que eso estaba claro para ustedes y que estaban viendo lo mismo.
07/04/2026 - 22:11:10 (-3 TMZ) | 06:02:36:10 (Artemis Clock) | Sí, perdón Jimmy, inhibimos esa válvula desde tierra más temprano y deberíamos habértelo dicho.
07/04/2026 - 22:11:37 (-3 TMZ) | 06:02:36:37 (Artemis Clock) | Ok, de acuerdo, eso cierra todos los ciclos para nosotros. Estamos bien aquí arriba. Todo se siente genial y seguimos avanzando con nuestra timeline. Lo apreciamos. Un placer. Y para tu información, estamos haciendo el handover del equipo a Orbit 2 mientras hablamos.
07/04/2026 - 22:11:57 (-3 TMZ) | 06:02:36:57 (Artemis Clock) | Copiado. Gracias a todos, y con ganas de trabajar con Orbit Two.
07/04/2026 - 22:12:04 (-3 TMZ) | 06:02:37:04 (Artemis Clock) | Oye, una pregunta más para ustedes. Estamos a 18 minutos de una maniobra de actitud y nos preguntamos cuál es el plan para el ejercicio.
07/04/2026 - 22:12:32 (-3 TMZ) | 06:02:37:32 (Artemis Clock) | Llegamos un poco tarde a ese ejercicio. La intención era seguir haciéndolo. ¿Podemos hacer ejercicio durante el vaciado CCU? ¿Hay alguna restricción al respecto?
07/04/2026 - 22:12:37 (-3 TMZ) | 06:02:37:37 (Artemis Clock) | Verificando.
07/04/2026 - 22:13:04 (-3 TMZ) | 06:02:38:04 (Artemis Clock) | Y mientras verifican eso, Stan, si ustedes pudieran hacer el safety raise por nosotros desde tierra, lo agradeceríamos.
07/04/2026 - 22:13:31 (-3 TMZ) | 06:02:38:31 (Artemis Clock) | Y de la actividad CCU que viene ahora, así que creo que tendremos que mover el ejercicio al otro lado del vaciado CCU.
07/04/2026 - 22:13:51 (-3 TMZ) | 06:02:38:51 (Artemis Clock) | Los pondremos al día sobre cuál será el plan. Puede que comencemos el ejercicio antes del vaciado ECU si les parece bien, y luego lo detengamos antes de sus maniobras, si eso les funciona.
07/04/2026 - 22:14:07 (-3 TMZ) | 06:02:39:07 (Artemis Clock) | Copiado, les daremos dos minutos de aviso para detener el ejercicio y permitir que los arrays se amortigüen, y luego haremos la maniobra de actitud.
07/04/2026 - 22:14:18 (-3 TMZ) | 06:02:39:18 (Artemis Clock) | Básicamente solo tienen diez minutos antes de tener que parar. Esto es solo una serie resistiva para Christina, así que es fácil detenerlo a la mitad y retomarlo después del vaciado.
07/04/2026 - 22:14:35 (-3 TMZ) | 06:02:39:35 (Artemis Clock) | Ok, y Jeremy, nos gustaría que no intentaras empezar el ejercicio antes del vaciado CCU. Lo retomaremos del otro lado, por favor.
07/04/2026 - 22:15:01 (-3 TMZ) | 06:02:40:01 (Artemis Clock) | Ok, entendido, su indicación es aplazar el ejercicio hasta después de la demostración CCU.
07/04/2026 - 22:15:04 (-3 TMZ) | 06:02:40:04 (Artemis Clock) | Sí, gracias.
07/04/2026 - 22:27:47 (-3 TMZ) | 06:02:52:47 (Artemis Clock) | Integridad Houston, dos minutos para la maniobra hacia la actitud de vaciado CCU.
07/04/2026 - 22:27:53 (-3 TMZ) | 06:02:52:53 (Artemis Clock) | Integridad copia.
07/04/2026 - 22:27:59 (-3 TMZ) | 06:02:52:59 (Artemis Clock) | Y Ike, ya que te tengo, tenemos dos solicitudes para ti en esta actividad.
07/04/2026 - 22:28:42 (-3 TMZ) | 06:02:53:42 (Artemis Clock) | evento y cuántos CCU vacías si es más de uno.
07/04/2026 - 22:29:10 (-3 TMZ) | 06:02:54:10 (Artemis Clock) | Ok, se los haré saber. Planeo vaciar dos CCU y les avisaré cuando empiece y cuando termine. Y solo para confirmar, durante la maniobra seguimos go para vaciados CCU hasta entonces.
07/04/2026 - 22:29:32 (-3 TMZ) | 06:02:54:32 (Artemis Clock) | Y Victor, por favor pausa cualquier vaciado hasta que lleguemos a la actividad de la timeline.
07/04/2026 - 22:30:13 (-3 TMZ) | 06:02:55:13 (Artemis Clock) | Ok, copiamos. Hemos pausado el vaciado por la línea secundaria.
07/04/2026 - 22:30:16 (-3 TMZ) | 06:02:55:16 (Artemis Clock) | Gracias.
07/04/2026 - 22:40:12 (-3 TMZ) | 06:03:05:12 (Artemis Clock) | ¿Pueden volver a marcar, por favor?
07/04/2026 - 22:40:14 (-3 TMZ) | 06:03:05:14 (Artemis Clock) | En proceso.
07/04/2026 - 22:47:08 (-3 TMZ) | 06:03:12:08 (Artemis Clock) | Ok, Houston, estamos a unos sesenta segundos del primer vaciado de CCU.
07/04/2026 - 22:47:12 (-3 TMZ) | 06:03:12:12 (Artemis Clock) | Copiado.
07/04/2026 - 22:48:54 (-3 TMZ) | 06:03:13:54 (Artemis Clock) | Ok Houston, girando la perilla, la válvula entra. Diez, nueve, ocho, siete, seis, cinco...
07/04/2026 - 22:49:15 (-3 TMZ) | 06:03:14:15 (Artemis Clock) | Houston copia, el venteo ha comenzado. Ok, detuve el vaciado. No nos gusta dejar que los CCU colapsen. Voy a ventearlo, dejar que vuelva a abrirse y luego empezaré el vaciado de nuevo en 10 segundos.
07/04/2026 - 22:49:20 (-3 TMZ) | 06:03:14:20 (Artemis Clock) | Copiamos, Victor.
07/04/2026 - 22:49:31 (-3 TMZ) | 06:03:14:31 (Artemis Clock) | Esto está abierto.
07/04/2026 - 22:50:52 (-3 TMZ) | 06:03:15:52 (Artemis Clock) | Houston Integridad iniciando el segundo vaciado CCU en cinco, cuatro...
07/04/2026 - 22:51:13 (-3 TMZ) | 06:03:16:13 (Artemis Clock) | La válvula se cerró, ventilando, y vaciando el resto del segundo CCU en diez segundos.
07/04/2026 - 22:51:19 (-3 TMZ) | 06:03:16:19 (Artemis Clock) | Copiamos.
07/04/2026 - 22:51:45 (-3 TMZ) | 06:03:16:45 (Artemis Clock) | Houston Integridad.
07/04/2026 - 22:51:51 (-3 TMZ) | 06:03:16:51 (Artemis Clock) | Esos vaciados de CCU llenos están completos. De hecho, puedo proporcionarles otro en unos dos minutos si quieren, y la verdad me encantaría hacerlo, si eso es una opción.
07/04/2026 - 22:52:12 (-3 TMZ) | 06:03:17:12 (Artemis Clock) | Y Victor estará encantado de aceptarles eso. Para que lo sepan, la maniobra para salir de esta actitud comienza a las 3:20.
07/04/2026 - 22:52:23 (-3 TMZ) | 06:03:17:23 (Artemis Clock) | Y para ser completamente claros, para entonces querríamos que el vaciado esté completo.
07/04/2026 - 22:52:34 (-3 TMZ) | 06:03:17:34 (Artemis Clock) | Gracias, copiamos.
07/04/2026 - 22:53:51 (-3 TMZ) | 06:03:18:51 (Artemis Clock) | Reproducir
07/04/2026 - 22:54:23 (-3 TMZ) | 06:03:19:23 (Artemis Clock) | Muy bien, Houston, lo iniciaremos en tres segundos.
07/04/2026 - 22:54:26 (-3 TMZ) | 06:03:19:26 (Artemis Clock) | Copiado.
07/04/2026 - 22:54:35 (-3 TMZ) | 06:03:19:35 (Artemis Clock) | Evento de cierre de válvula comenzando en cinco.
07/04/2026 - 22:55:37 (-3 TMZ) | 06:03:20:37 (Artemis Clock) | Houston, vaciado CCU completo.
07/04/2026 - 22:55:39 (-3 TMZ) | 06:03:20:39 (Artemis Clock) | Copiado. Tiempo perfecto.
07/04/2026 - 22:57:56 (-3 TMZ) | 06:03:22:56 (Artemis Clock) | para comenzar el ejercicio de forma expedita.
07/04/2026 - 22:58:07 (-3 TMZ) | 06:03:23:07 (Artemis Clock) | Muchas gracias, Tess.
07/04/2026 - 23:05:33 (-3 TMZ) | 06:03:30:33 (Artemis Clock) | Integridad Houston, los SAWs están aparcados. Están go para ejercicio.
07/04/2026 - 23:05:45 (-3 TMZ) | 06:03:30:45 (Artemis Clock) | Copiado, gracias. Empezando ahora.
07/04/2026 - 23:30:37 (-3 TMZ) | 06:03:55:37 (Artemis Clock) | Houston Integridad, pregunta de baja prioridad para el sistema de propulsión cuando tengan un minuto.
07/04/2026 - 23:30:43 (-3 TMZ) | 06:03:55:43 (Artemis Clock) | Tenemos todos los minutos que necesiten.
07/04/2026 - 23:31:00 (-3 TMZ) | 06:03:56:00 (Artemis Clock) | Esto debería ser rápido. Vemos que el sistema de propulsión se reconfigura después de RTC-1. Lo único que queríamos aclarar desde nuestras pantallas de tripulación es que nos parece que oxy helium ISOL-1 está tanto cerrado como inhibido. Esperábamos que estuviera cerrado pero no inhibido.
07/04/2026 - 23:31:06 (-3 TMZ) | 06:03:56:06 (Artemis Clock) | Verificando.
07/04/2026 - 23:31:38 (-3 TMZ) | 06:03:56:38 (Artemis Clock) | Y Reed, vas justo un paso por delante de nosotros. Lo habíamos inhibido como parte del proceso de recuperación, pero estamos a punto de volver a habilitarlo como último paso.
07/04/2026 - 23:31:58 (-3 TMZ) | 06:03:56:58 (Artemis Clock) | Ok, gracias.
07/04/2026 - 23:32:00 (-3 TMZ) | 06:03:57:00 (Artemis Clock) | No hay problema, y ya que los tengo, solo quería avisarles que ya tenemos la ranura 4 activa a bordo para RTC lab.
07/04/2026 - 23:32:19 (-3 TMZ) | 06:03:57:19 (Artemis Clock) | Ese es un gran logro para el equipo y para la misión. Gracias.
07/04/2026 - 23:37:23 (-3 TMZ) | 06:04:02:23 (Artemis Clock) | Integridad Houston por cualquier información disponible sobre anotaciones adicionales de ciencia respecto a los destellos de impacto.
07/04/2026 - 23:37:49 (-3 TMZ) | 06:04:02:49 (Artemis Clock) | Adelante, Houston. Entendemos que ustedes tienen algunas anotaciones adicionales que hicieron en OneNote sobre los destellos de impacto, y creemos que la forma más fácil de hacérnoslas llegar es si toman una captura de pantalla de esas anotaciones.
07/04/2026 - 23:37:55 (-3 TMZ) | 06:04:02:55 (Artemis Clock) | anotaciones adicionales y las colocan en “imagery for downlink”, lo que nos ahorrará tener que volver a bajar el archivo de OneNote.
07/04/2026 - 23:38:05 (-3 TMZ) | 06:04:03:05 (Artemis Clock) | Ok, haré eso ahora mismo, estará en PCD3, y es una obra de arte.
07/04/2026 - 23:38:11 (-3 TMZ) | 06:04:03:11 (Artemis Clock) | Copiado, Jeremy. Tenemos ganas de verlo.
07/04/2026 - 23:39:52 (-3 TMZ) | 06:04:04:52 (Artemis Clock) | Houston Integridad, confirmen que estamos go para el vaciado secundario de aguas residuales.
07/04/2026 - 23:40:03 (-3 TMZ) | 06:04:05:03 (Artemis Clock) | Verificando.
07/04/2026 - 23:41:22 (-3 TMZ) | 06:04:06:22 (Artemis Clock) | E Integridad Houston, para los vaciados CCU, seguimos analizando las imágenes relacionadas con el vaciado de la timeline. Nos gustaría que se abstuvieran de cualquier vaciado adicional hasta el final de nuestra actividad de análisis, que será en aproximadamente 90 minutos, y les daremos una llamada.
07/04/2026 - 23:41:25 (-3 TMZ) | 06:04:06:25 (Artemis Clock) | cuando eso esté completo.
07/04/2026 - 23:41:43 (-3 TMZ) | 06:04:06:43 (Artemis Clock) | Ok, copiamos. Pausa en los vaciados. ¿Pueden confirmar si son uno-nueve o nueve-cero minutos?
07/04/2026 - 23:41:48 (-3 TMZ) | 06:04:06:48 (Artemis Clock) | Y eso es nueve-cero minutos. Por supuesto, pueden avisarnos si eso les supone un problema.
07/04/2026 - 23:48:55 (-3 TMZ) | 06:04:13:55 (Artemis Clock) | Solo para fines de planificación, y para que sigan lo que estoy haciendo aquí, hoy yo tenía programado ejercicio aeróbico. Voy a grabar ejercicio resistivo porque nuestra timeline está bastante ajustada. El resistivo va un poco más rápido, y además prefiero el resistivo de todos modos. Pero avísenme.
07/04/2026 - 23:49:01 (-3 TMZ) | 06:04:14:01 (Artemis Clock) | Avísenme si alguien tiene algún gran problema con eso, y volveré al aeróbico.
07/04/2026 - 23:49:07 (-3 TMZ) | 06:04:14:07 (Artemis Clock) | Copiado, verificando.
07/04/2026 - 23:51:02 (-3 TMZ) | 06:04:16:02 (Artemis Clock) | Integridad Houston, de vuelta con ustedes sobre la pregunta del ejercicio. Hay un par de factores aquí para ti, Jeremy. Uno, dado que esta es una sesión grabada, buscamos obtener una sesión de aeróbico y una de resistivo. Y debido a otras actividades mañana, creemos que el resistivo...
07/04/2026 - 23:51:23 (-3 TMZ) | 06:04:16:23 (Artemis Clock) | preferimos que te mantengas con aeróbico hoy, pero el contexto adicional es que sí tenemos cierto margen para extender el período en el que pueden estar haciendo ejercicio hoy si fuese necesario.
07/04/2026 - 23:51:34 (-3 TMZ) | 06:04:16:34 (Artemis Clock) | Ok Houston, hoy puedo hacer el aeróbico.
07/04/2026 - 23:51:36 (-3 TMZ) | 06:04:16:36 (Artemis Clock) | Gracias, Jeremy.
07/04/2026 - 23:58:34 (-3 TMZ) | 06:04:23:34 (Artemis Clock) | Integridad Houston para conocimiento situacional sobre una actividad en tierra.
07/04/2026 - 23:59:06 (-3 TMZ) | 06:04:24:06 (Artemis Clock) | Así que el equipo de tierra está a punto de tomar una foto de equipo a las 4:25 hora de ustedes, así que me voy a apartar del puesto, pero tendré mi dispositivo en altavoz. Así que si llaman, solo me tomará un minuto extra volver aquí y responder.
07/04/2026 - 23:59:25 (-3 TMZ) | 06:04:24:25 (Artemis Clock) | El sistema de propulsión está en la configuración que esperábamos. Gracias.
07/04/2026 - 23:59:28 (-3 TMZ) | 06:04:24:28 (Artemis Clock) | Fantástico, así es.
08/04/2026 - 00:03:21 (-3 TMZ) | 06:04:28:21 (Artemis Clock) | o vaciado secundario.
08/04/2026 - 00:03:24 (-3 TMZ) | 06:04:28:24 (Artemis Clock) | Adelante, Tess.
08/04/2026 - 00:03:48 (-3 TMZ) | 06:04:28:48 (Artemis Clock) | hasta MET 5:36, seguimos recopilando imágenes asociadas a ese primer vaciado, y simplemente nos ayudará saber cuándo ocurren vaciados adicionales.
08/04/2026 - 00:04:07 (-3 TMZ) | 06:04:29:07 (Artemis Clock) | Menos unos minutos, bueno, no menos unos pocos, sino quizá más unos pocos, y pensé que estabas tomando una foto, Tess.
08/04/2026 - 00:04:12 (-3 TMZ) | 06:04:29:12 (Artemis Clock) | Estamos a punto de hacerlo, estamos esperando a que llegue un director de slate muy importante.
08/04/2026 - 00:04:33 (-3 TMZ) | 06:04:29:33 (Artemis Clock) | Ya que reunieron a todo el grupo para tomar una foto, solo queríamos decir que estamos realmente orgullosos de todos, y lo estamos pasando bien aquí arriba. Gracias.
08/04/2026 - 00:04:38 (-3 TMZ) | 06:04:29:38 (Artemis Clock) | Oye, los teníamos en altavoz para eso, y realmente apreciamos sus palabras. Todo el equipo los oyó, y todos estamos muy orgullosos de estar aquí con ustedes.
08/04/2026 - 00:04:58 (-3 TMZ) | 06:04:29:58 (Artemis Clock) | Si consiguen un par de borradores tempranos de esas fotos de todos ustedes, pónganlas en el resumen de misión. Nos encantaría ver sus caras.
08/04/2026 - 00:05:01 (-3 TMZ) | 06:04:30:01 (Artemis Clock) | Podemos hacerlo sin problema.
08/04/2026 - 00:25:13 (-3 TMZ) | 06:04:50:13 (Artemis Clock) | Houston Integridad Fracture Size.
08/04/2026 - 00:25:15 (-3 TMZ) | 06:04:50:15 (Artemis Clock) | Adelante.
08/04/2026 - 00:25:27 (-3 TMZ) | 06:04:50:27 (Artemis Clock) | Jeremy acaba de completar su aeróbico. Por favor avísenme cuando la dinámica del vehículo permita que yo me suba para el resistivo.
08/04/2026 - 00:25:47 (-3 TMZ) | 06:04:50:47 (Artemis Clock) | Y Reid, acabamos de recorrer la sala. Todos estamos bien. Puedes empezar el ejercicio ahora si quieres.
08/04/2026 - 00:26:11 (-3 TMZ) | 06:04:51:11 (Artemis Clock) | Es bastante interesante aquí arriba. Seguro que ven los datos, pero definitivamente podemos sentir cómo el vehículo se mueve cuando la gente hace ejercicio. Es bastante genial simplemente quedarse ahí flotando y sentir cómo el vehículo se mueve un poco; casi, no es como un barco balanceándose en el océano, pero sí se siente claramente que se menea.
08/04/2026 - 00:26:23 (-3 TMZ) | 06:04:51:23 (Artemis Clock) | También lo vemos en el video de los SAW, además de nuestros datos, pero es bueno oír su informe también.
08/04/2026 - 00:26:49 (-3 TMZ) | 06:04:51:49 (Artemis Clock) | Los SAW están en las ventanas y quizá sea posible apagar las luces de las cámaras SAW en aproximadamente una hora. Quizá lo agradeceríamos, pero claramente no si eso interrumpe algún tipo de operación allí abajo.
08/04/2026 - 00:27:00 (-3 TMZ) | 06:04:52:00 (Artemis Clock) | Creemos que será posible. Lo revisaremos y les avisaremos cuando terminen de hacer ejercicio.
08/04/2026 - 00:27:19 (-3 TMZ) | 06:04:52:19 (Artemis Clock) | Ok, genial. Gracias.
08/04/2026 - 00:59:20 (-3 TMZ) | 06:05:24:20 (Artemis Clock) | Estado y cámara SAW.
08/04/2026 - 00:59:31 (-3 TMZ) | 06:05:24:31 (Artemis Clock) | Adelante, Houston.
08/04/2026 - 00:59:53 (-3 TMZ) | 06:05:24:53 (Artemis Clock) | Jeremy, dos avisos: terminamos la sincronización del correo, así que ya no aplica el “hands-off email” en Crew Band. En segundo lugar, habíamos preguntado si podíamos apagar los LED de la cámara SAW. No había restricciones contra eso, así que apagamos los cuatro.
08/04/2026 - 01:00:13 (-3 TMZ) | 06:05:25:13 (Artemis Clock) | Son excelentes noticias para nosotros. Lo apreciamos.
08/04/2026 - 01:15:30 (-3 TMZ) | 06:05:40:30 (Artemis Clock) | Houston Integridad, tengo lecturas AGA para ustedes.
08/04/2026 - 01:15:35 (-3 TMZ) | 06:05:40:35 (Artemis Clock) | Estamos listos para copiar.
08/04/2026 - 01:15:55 (-3 TMZ) | 06:05:40:55 (Artemis Clock) | La presión es 10.35, y creo que estaríamos listos para pasar a la configuración reducida del ventilador, si pudieran hacerlo por nosotros.
08/04/2026 - 01:16:01 (-3 TMZ) | 06:05:41:01 (Artemis Clock) | Lo pondremos en marcha.
08/04/2026 - 01:42:35 (-3 TMZ) | 06:06:07:35 (Artemis Clock) | Sí, nos vemos. Estaremos listos para la conferencia del director de vuelo probablemente en cinco o diez minutos.
